production_id,branch_id,branch_name,production_type,good_used,quantity_used (tons),carbon_emission (tons CO2),water_usage (liters),waste_generated (tons)
588,1010,Yu-Kim,Electronics,Petroleum Products,198.4,380.44,850740.65,38.25
589,1004,"Moore, Roberts and Coleman",Textile,Cotton,3769.21,10768.22,6444941.81,1609.73
590,1008,"Smith, Ross and Cook",Automobile Parts,Timber,1325.44,1024.3,3890805.37,648.87
591,1008,Conner-Hayden,Electronics,Timber,1464.63,2080.34,4676942.54,731.4
592,1002,"Thompson, Martin and Mullen",Furniture,Aluminum,3721.15,9807.04,21877531.89,566.0
593,1007,Lee PLC,Food Processing,Petroleum Products,2522.7,3650.37,14445944.39,562.69
594,1007,"Young, Herrera and Osborne",Automobile Parts,Wheat,4972.43,8989.28,8091385.84,2469.18
595,1001,"Lucero, Ramirez and Walls",Textile,Plastic,981.97,2433.07,2138392.82,237.91
596,1006,Bryant LLC,Chemicals,Petroleum Products,2902.98,3733.88,22457973.46,362.3
597,1000,"Davis, George and Foster",Food Processing,Plastic,3599.54,8040.97,11844021.73,1577.25
598,1007,Carr-Scott,Electronics,Plastic,1333.38,2711.58,6026074.75,450.4
599,1010,Martin Group,Automobile Parts,Aluminum,1768.7,3217.75,7378478.55,445.85
600,1007,Smith PLC,Furniture,Steel,403.36,738.5,2146068.93,140.36
601,1002,Morales LLC,Automobile Parts,Wheat,1726.49,4832.9,4793846.69,765.54
602,1000,Liu PLC,Food Processing,Cotton,4378.29,9522.91,26905181.03,1733.21
603,1005,Arnold-Matthews,Automobile Parts,Steel,2047.99,2048.33,13570485.8,359.15
604,1008,Anderson and Sons,Pharmaceuticals,Plastic,2758.38,3808.75,11304239.67,607.22
605,1010,Davidson-Snyder,Chemicals,Wheat,1120.09,754.75,3751195.5,356.5
606,1009,Hogan-Rodriguez,Pharmaceuticals,Aluminum,908.36,2407.08,5149502.54,382.27
607,1004,Marshall-Kirk,Chemicals,Plastic,3065.73,6441.89,5366654.07,423.68
608,1008,Perez PLC,Chemicals,Wheat,2186.81,3135.91,11149481.13,542.65
609,1006,Estrada-Williams,Automobile Parts,Glass,4826.55,12761.58,32400384.92,2046.2
610,1008,"Anderson, Monroe and Stewart",Furniture,Steel,2954.47,7121.75,25597159.64,478.11
611,1001,Jones-Estes,Chemicals,Petroleum Products,812.5,1212.95,2041744.05,338.87
612,1009,Kim Group,Automobile Parts,Wheat,3862.71,3725.49,17755606.16,877.72
613,1003,Wong-Mueller,Food Processing,Plastic,4254.52,2265.25,39067107.55,1412.13
614,1007,"Green, Taylor and Klein",Textile,Wheat,1924.27,3153.9,7654707.15,863.74
615,1002,Crawford LLC,Furniture,Glass,3839.34,8679.16,25318352.67,1841.37
616,1007,"Young, Gray and Jenkins",Electronics,Aluminum,2641.16,7905.89,5282057.43,1101.88
617,1001,Smith-Compton,Chemicals,Glass,1384.7,3482.83,7485992.32,470.77
618,1000,"Hatfield, Bridges and Crane",Textile,Petroleum Products,3228.81,9172.04,5995882.64,599.41
619,1003,Gordon-Garza,Electronics,Petroleum Products,4697.74,12336.86,14006593.86,805.36
620,1010,"Roberts, Conner and Green",Furniture,Glass,4538.81,6046.87,35416420.19,2045.68
621,1004,Beard Ltd,Food Processing,Aluminum,1131.31,946.87,3402177.39,549.25
622,1006,"Joseph, Gonzales and West",Electronics,Cotton,2426.32,6461.85,16292709.4,513.3
623,1000,Hernandez Ltd,Furniture,Timber,3197.66,1685.19,27696543.51,1532.59
624,1007,Holmes-Wolfe,Automobile Parts,Cotton,4711.0,5266.02,21947032.03,570.34
625,1007,"Moran, Banks and Downs",Electronics,Petroleum Products,3345.67,4582.71,29185919.71,1567.01
626,1001,"Higgins, Burgess and Meyer",Textile,Timber,4121.48,5073.77,35304511.11,438.21
627,1000,Andrews-Benjamin,Automobile Parts,Aluminum,2550.47,5197.79,7381864.76,964.38
628,1008,Simpson-Horn,Furniture,Aluminum,3979.81,4669.36,16642415.1,1737.52
629,1002,Howell LLC,Food Processing,Wheat,3340.33,6832.75,21271689.51,553.01
630,1004,Hart-Rose,Automobile Parts,Timber,3549.84,2685.27,13994435.28,1293.34
631,1002,Everett Ltd,Chemicals,Timber,3075.94,3530.79,9733384.43,1108.26
632,1001,Burns-Henson,Chemicals,Plastic,1750.1,947.24,8966047.58,468.66
633,1010,Bailey Group,Chemicals,Cotton,4811.83,10180.33,23336317.08,761.16
634,1004,Brown Group,Automobile Parts,Petroleum Products,659.21,1803.16,1747280.54,120.23
635,1002,"Washington, Olsen and Reynolds",Furniture,Petroleum Products,2556.85,7255.33,21509594.38,723.34
636,1004,"Perez, Marshall and Gutierrez",Chemicals,Wheat,1962.48,2715.12,5039986.03,620.2
637,1002,"Alvarez, Pennington and Gonzalez",Furniture,Aluminum,238.3,499.06,2082864.76,71.54
638,1006,Barnes Group,Automobile Parts,Wheat,801.53,555.79,4849508.24,248.42
639,1006,Coleman LLC,Food Processing,Petroleum Products,3362.14,2580.6,27763116.99,701.13
640,1002,Roman PLC,Chemicals,Petroleum Products,4354.99,3976.55,5340947.1,543.81
641,1004,"Fuller, Blair and Potter",Textile,Timber,1869.11,4416.36,3451533.27,193.67
642,1000,Reeves and Sons,Electronics,Cotton,1252.96,1851.01,7510970.39,352.78
643,1003,Avila Group,Textile,Wheat,4074.87,11160.94,4662945.17,634.81
644,1009,Jones-Sandoval,Food Processing,Glass,1624.64,1228.86,4405391.19,242.85
645,1010,Alexander-Sanchez,Chemicals,Aluminum,3544.04,3960.17,4067176.03,868.14
646,1008,Stafford LLC,Automobile Parts,Steel,1782.17,4612.02,3507692.08,830.79
647,1009,Chapman LLC,Furniture,Aluminum,83.16,137.63,622171.45,18.17
648,1000,"Miller, Richards and Johnson",Textile,Wheat,4853.86,4768.36,7109890.88,1670.18
649,1009,"Campbell, Peterson and Monroe",Furniture,Glass,450.66,437.56,1241592.68,46.08
650,1009,"Bailey, Griffin and Mcpherson",Textile,Plastic,3677.51,5655.37,12605816.86,1645.33
651,1008,"Smith, Cook and Vaughn",Textile,Petroleum Products,1030.86,2493.99,2934511.8,256.17
652,1008,Alvarez Inc,Furniture,Plastic,420.34,677.73,1042271.3,51.41
653,1010,"Sanford, Robertson and Hudson",Textile,Cotton,1010.69,2085.63,4178487.8,362.14
654,1008,Mercer Ltd,Chemicals,Glass,955.37,2698.87,5739258.92,174.8
655,1008,Scott Ltd,Food Processing,Petroleum Products,1810.65,5133.17,7278669.69,702.39
656,1003,"Love, Hull and Patel",Automobile Parts,Plastic,4910.29,6118.28,48117967.25,866.65
657,1000,Garza-Gutierrez,Furniture,Aluminum,4955.63,3156.52,9051797.65,645.61
658,1008,Flores Group,Electronics,Timber,1806.98,3496.58,3293629.68,814.49
659,1005,Garcia PLC,Pharmaceuticals,Wheat,1078.42,914.86,4089757.03,362.09
660,1005,"Costa, Reilly and Cameron",Food Processing,Wheat,143.26,238.8,234693.94,68.04
661,1003,"Noble, Hernandez and Coleman",Food Processing,Plastic,768.13,819.92,1677854.49,205.09
662,1001,Randolph Group,Electronics,Petroleum Products,2693.91,5629.18,19523544.39,1207.95
663,1009,Ramirez-Moore,Chemicals,Steel,512.87,1332.74,3820397.28,157.98
664,1003,Fisher-Gardner,Textile,Steel,3199.48,2749.58,14595490.0,1163.22
665,1005,Moore-Conrad,Textile,Aluminum,296.47,513.83,2273669.19,35.95
666,1008,Johnson PLC,Textile,Timber,3608.29,5900.48,21660420.73,701.04
667,1000,Scott LLC,Furniture,Wheat,3817.84,4771.55,34956406.91,1882.98
668,1008,Riley and Sons,Furniture,Petroleum Products,3584.78,1904.49,28903234.68,1070.41
669,1001,"Jones, Johnson and Waters",Chemicals,Aluminum,1315.6,1808.82,12651090.2,304.42
670,1006,"Mendoza, Ayala and Reid",Pharmaceuticals,Petroleum Products,4944.44,13246.01,49285301.13,1256.83
671,1001,"Robinson, Steele and Proctor",Automobile Parts,Aluminum,3914.55,8443.18,26483979.1,467.39
672,1009,Payne-Le,Automobile Parts,Wheat,4432.67,3314.83,27842328.38,2040.12
673,1004,Avila and Sons,Pharmaceuticals,Glass,3972.15,5156.39,24491156.62,654.63
674,1003,"White, Rivera and Higgins",Food Processing,Glass,3877.51,10123.98,23147124.74,1129.56
675,1007,Davis-Murphy,Pharmaceuticals,Plastic,2848.02,7856.74,13767414.37,1156.52
676,1001,Peterson Group,Food Processing,Petroleum Products,1773.78,3337.11,8279137.48,748.53
677,1004,Haney-Nunez,Food Processing,Glass,3753.11,1981.58,19879720.85,1262.84
678,1004,Gutierrez-Adams,Pharmaceuticals,Glass,3401.24,3334.84,24913384.42,1521.29
679,1006,Medina Group,Textile,Aluminum,4954.23,7584.14,43609160.89,1910.47
680,1010,Rodriguez-Doyle,Chemicals,Aluminum,1447.03,882.49,1603216.07,434.64
681,1002,Morgan Ltd,Automobile Parts,Steel,4238.75,2953.04,27345221.48,1480.04
682,1007,Villarreal Ltd,Electronics,Steel,4170.53,8671.71,24688181.22,1597.61
683,1005,"Harvey, Johnson and Murray",Furniture,Cotton,3600.5,5979.41,6055163.04,911.47
684,1000,Lopez-Cain,Electronics,Timber,979.36,2091.39,2926522.32,317.38
685,1006,"Contreras, Richardson and Williams",Textile,Glass,1877.55,4294.13,11881480.21,297.57
686,1000,Porter-Johnson,Food Processing,Petroleum Products,2452.92,3504.24,15825429.89,492.08
687,1003,"Townsend, Haynes and Hernandez",Electronics,Glass,654.37,701.67,6334195.33,305.0
688,1003,"Cardenas, Robinson and Klein",Automobile Parts,Cotton,1782.71,2733.89,6551450.72,695.02
689,1002,Hunt Group,Furniture,Glass,1981.75,3744.99,9250560.41,931.45
690,1010,Flores-Pratt,Furniture,Aluminum,4952.73,2795.72,45221879.23,894.3
691,1003,Estrada-Huff,Chemicals,Steel,4641.88,13080.47,10490562.36,1111.35
692,1001,"Barnett, Cox and Johnson",Furniture,Plastic,1547.53,3606.55,5524132.29,269.74
693,1006,Michael Group,Textile,Cotton,3635.35,6388.95,19326249.44,1254.2
694,1009,Fisher Inc,Food Processing,Wheat,4439.9,8573.63,6010780.76,781.31
695,1010,Chapman Ltd,Automobile Parts,Plastic,2199.08,1441.5,12617783.25,975.02
696,1000,Ponce-Smith,Furniture,Wheat,2180.74,2015.73,13248295.9,345.28
697,1008,Davis Group,Pharmaceuticals,Wheat,3427.46,9563.66,28521072.21,1502.46
698,1004,Russo Ltd,Food Processing,Wheat,2355.19,3305.33,10696033.35,928.16
699,1002,Colon-Castro,Automobile Parts,Wheat,1036.83,867.18,5152480.95,304.36
700,1010,Wu-Wells,Furniture,Aluminum,1754.05,2594.23,9069899.8,420.02
701,1002,Perry-Parks,Chemicals,Aluminum,470.54,370.42,2593723.63,195.53
702,1004,Perry Group,Textile,Wheat,4030.18,2543.26,33215649.5,805.15
703,1000,Walters-Moore,Electronics,Timber,4925.85,11901.58,29119056.82,1913.66
704,1010,Gray and Sons,Pharmaceuticals,Glass,1564.95,3542.48,4125906.26,243.63
705,1007,Williams Ltd,Food Processing,Aluminum,1848.52,4759.1,7119408.31,862.05
706,1006,Pearson and Sons,Textile,Cotton,2108.96,3026.07,6293123.37,292.93
707,1004,Mitchell-Arroyo,Pharmaceuticals,Steel,3499.44,8293.54,32202507.9,406.88
708,1010,Grant Inc,Textile,Petroleum Products,1188.07,1395.42,7323440.99,577.46
709,1001,Mcguire-Jones,Pharmaceuticals,Steel,2696.56,1456.05,22341463.59,428.85
710,1001,Hayden-Bennett,Chemicals,Cotton,2453.96,4105.05,13147922.17,655.77
711,1006,"Moore, Ryan and Smith",Furniture,Plastic,4655.05,2610.92,19650335.58,559.1
712,1002,Yang-Meadows,Chemicals,Aluminum,4588.8,5662.23,27300838.57,2063.79
713,1008,Rollins Inc,Pharmaceuticals,Aluminum,4714.55,13334.25,40103682.58,795.7
714,1006,Lopez-Wright,Electronics,Glass,3877.39,6719.99,6262344.42,1735.44
715,1000,"Henderson, Simon and Durham",Automobile Parts,Cotton,2037.22,1236.66,14370253.61,462.24
716,1001,Rich-Roth,Electronics,Steel,355.29,445.2,2135904.21,96.1
717,1006,Smith Ltd,Textile,Wheat,3935.81,8388.63,32384716.51,810.57
718,1004,Williamson-Ross,Electronics,Petroleum Products,3234.63,3170.86,4724589.26,1527.63
719,1002,Brown PLC,Electronics,Petroleum Products,2245.37,5945.97,17148587.36,727.28
720,1009,James and Sons,Electronics,Steel,984.44,882.27,9195312.63,225.58
721,1001,"Stone, Wilson and Walton",Electronics,Aluminum,1443.81,3802.27,12733699.75,561.42
722,1002,Gonzales Ltd,Food Processing,Glass,616.23,421.85,3638979.02,169.92
723,1003,"Barnes, Washington and Small",Automobile Parts,Timber,3926.58,10367.13,27410778.75,534.54
724,1001,Frederick Inc,Furniture,Aluminum,2746.16,5691.02,11698414.02,1278.8
725,1010,"Noble, Martin and Davis",Electronics,Wheat,4558.22,7407.0,4966177.27,2018.15
726,1004,"Sellers, Guerrero and Ramirez",Chemicals,Plastic,3445.86,5312.8,18698131.65,747.61
727,1009,Ramirez Group,Furniture,Glass,726.94,1529.61,1761084.8,206.29
728,1005,"Freeman, Brown and Chen",Chemicals,Petroleum Products,1214.81,2137.04,10537420.16,228.63
729,1002,"Sullivan, Johnson and Garrison",Furniture,Wheat,3368.35,9464.33,30849951.5,1004.92
730,1009,Irwin and Sons,Electronics,Cotton,3005.42,8856.58,21741320.63,391.94
731,1002,Baker-Valdez,Automobile Parts,Petroleum Products,2651.65,3449.99,22718033.25,568.74
732,1009,"Krause, Brown and Proctor",Chemicals,Glass,3334.95,7297.8,19147380.25,930.99
733,1004,Taylor-Fisher,Electronics,Wheat,3844.34,10413.66,4950634.3,1697.1
734,1009,"Smith, Perez and Jones",Electronics,Steel,4140.49,11238.57,28372936.37,1693.71
735,1009,Webster and Sons,Chemicals,Wheat,4128.0,6200.94,37933588.89,690.74
736,1005,Smith-Miller,Furniture,Cotton,1766.75,4374.35,8316043.55,187.95
737,1010,Marquez LLC,Furniture,Petroleum Products,1969.21,4199.26,10074692.62,491.07
738,1005,Moss-Garcia,Pharmaceuticals,Glass,2097.03,3276.22,18120416.69,267.19
739,1003,Gill-Allen,Textile,Petroleum Products,4850.57,14093.59,24897682.12,1138.22
740,1010,White-Lang,Automobile Parts,Cotton,4429.28,3354.59,38624981.98,2056.02
741,1004,Burgess-Larson,Chemicals,Wheat,2353.91,3857.32,15776103.36,1119.8
742,1000,Tyler PLC,Automobile Parts,Wheat,1832.39,2275.26,7609677.19,909.57
743,1008,Brewer-Russo,Chemicals,Wheat,1134.31,1297.69,8496920.25,566.67
744,1002,"Dunn, Boyd and Bolton",Automobile Parts,Steel,4594.77,12891.01,42835140.1,1953.29
745,1006,"Castaneda, Banks and Gonzalez",Electronics,Plastic,323.96,545.01,1735958.61,66.88
746,1004,Hughes-Benton,Food Processing,Aluminum,4623.41,5282.21,10198112.33,1256.92
747,1003,Henry Ltd,Food Processing,Aluminum,4867.23,12765.65,43408469.68,611.91
748,1007,"Meyer, Williams and Cook",Food Processing,Timber,1180.55,2282.4,11607243.53,278.06
749,1007,Fisher-Fleming,Furniture,Timber,2602.45,5402.61,16126776.7,979.93
750,1001,Gilbert-Robinson,Automobile Parts,Timber,1963.55,1277.55,5344034.16,696.43
751,1002,Gordon Ltd,Textile,Timber,1169.79,2026.78,7059669.95,127.4
752,1001,"Cain, Sanders and Cole",Automobile Parts,Steel,3550.96,4792.33,11874253.91,731.79
753,1010,Jenkins PLC,Electronics,Cotton,3337.42,6836.54,26347816.4,898.58
754,1003,Ramos LLC,Food Processing,Glass,4646.03,4775.74,19871543.24,575.77
755,1006,Flynn PLC,Electronics,Glass,930.94,914.05,4534223.76,147.33
756,1003,Conley LLC,Electronics,Steel,1690.48,4861.73,3488932.16,694.31
757,1008,Ellis PLC,Pharmaceuticals,Timber,273.88,698.01,585873.42,93.02
758,1010,Carter LLC,Furniture,Steel,2852.03,3387.44,17623247.5,1045.63
759,1007,"Hicks, Ray and Lozano",Chemicals,Timber,901.6,2268.76,6037087.27,357.09
760,1008,Wilson-Reid,Food Processing,Wheat,3271.28,2438.26,17463459.84,383.32
761,1001,"Marshall, Sparks and Parsons",Furniture,Plastic,4760.65,4669.19,24911449.53,1417.64
762,1005,"Reed, Blair and Meyers",Electronics,Petroleum Products,2147.44,1685.08,16498165.9,704.46
763,1000,Clark-Daniel,Food Processing,Plastic,3122.34,6098.64,15524125.0,582.94
764,1003,"Ross, Mendez and Ramirez",Furniture,Cotton,2747.49,6878.7,26261955.16,1033.25
765,1009,Smith-Barrett,Electronics,Aluminum,1196.34,1712.31,5267397.81,268.6
766,1009,"Alexander, Pierce and Moyer",Automobile Parts,Aluminum,3606.98,8955.0,25802555.52,1085.45
767,1007,Velazquez PLC,Pharmaceuticals,Timber,4336.84,10213.6,17634066.47,1165.01
768,1004,Gomez Inc,Pharmaceuticals,Plastic,3225.55,5910.77,30640439.14,1051.06
769,1005,Patel-Campbell,Chemicals,Aluminum,3439.59,8283.22,13013970.61,1651.64
770,1009,"Howell, Weaver and Sandoval",Furniture,Plastic,972.82,1686.1,1094438.57,330.55
771,1006,Bailey-Hughes,Food Processing,Timber,3126.64,9019.33,3127307.43,684.99
772,1000,Lamb-Arnold,Electronics,Wheat,3073.14,4301.45,24466328.82,1451.54
773,1009,Anderson and Sons,Food Processing,Wheat,3348.62,3117.01,3547286.9,1041.81
774,1003,"Snyder, Chung and Jackson",Pharmaceuticals,Steel,4231.27,10073.94,22750171.94,1796.0
775,1001,King-Martinez,Furniture,Cotton,2598.55,5027.71,18451227.64,879.06
776,1000,Trevino-Peters,Chemicals,Glass,3015.15,6575.53,28795545.34,816.26
777,1004,"Brown, Miller and Lane",Food Processing,Wheat,746.28,1683.52,3562950.09,219.19
778,1001,Coleman Group,Electronics,Glass,3594.74,3048.92,20857883.59,1689.22
779,1007,White-Cain,Pharmaceuticals,Cotton,974.19,1134.69,2581682.79,465.01
780,1007,Castaneda-Taylor,Automobile Parts,Cotton,4920.59,10170.4,21479680.46,912.97
781,1001,Salazar LLC,Pharmaceuticals,Timber,3703.04,9025.74,4289320.38,763.23
782,1006,Jenkins-Ortiz,Furniture,Glass,425.73,233.16,3462816.89,159.82
783,1001,Pierce-Oconnell,Electronics,Petroleum Products,150.12,344.8,645382.87,63.09
784,1001,Smith and Sons,Food Processing,Glass,2698.53,3671.72,4876369.35,1101.97
785,1001,Norman Group,Pharmaceuticals,Petroleum Products,69.08,138.73,371852.3,32.32
786,1009,Martin-Salas,Textile,Petroleum Products,624.2,586.66,3434242.92,89.92
787,1009,Duncan LLC,Pharmaceuticals,Timber,954.75,2038.4,6468836.93,440.43
788,1005,"Branch, Smith and Carroll",Automobile Parts,Aluminum,556.04,1021.1,3329896.21,217.11
789,1005,Chavez-Nguyen,Furniture,Steel,2501.12,5493.95,14872371.16,726.65
790,1002,Kelley-Miller,Food Processing,Petroleum Products,4254.11,5423.04,21453063.34,1627.73
791,1009,"Banks, Avila and Williams",Chemicals,Petroleum Products,3886.55,6888.94,22527913.0,1401.77
792,1009,"Cooper, Smith and Peterson",Electronics,Plastic,2676.05,4004.63,19292881.04,967.02
793,1005,Simmons-Fischer,Automobile Parts,Wheat,1050.64,1139.9,9115943.26,291.43
794,1000,David-Perez,Pharmaceuticals,Petroleum Products,3536.32,5600.32,32221898.43,1380.92
795,1009,Sanchez-Gonzalez,Automobile Parts,Timber,1260.02,2313.15,6701306.01,418.97
796,1008,Wiggins-Haynes,Electronics,Aluminum,1717.6,4557.35,11831856.85,303.81
797,1001,Stevenson PLC,Food Processing,Wheat,4835.61,6087.93,36180661.21,1735.14
798,1006,Gomez Ltd,Automobile Parts,Aluminum,1602.87,3304.97,6285134.47,257.07
799,1000,"Burgess, Hartman and Malone",Automobile Parts,Timber,2636.1,6172.76,19390598.85,1230.35
800,1001,Oconnor-Vaughn,Furniture,Steel,4542.2,6622.33,25651462.53,1577.95
801,1001,Smith and Sons,Automobile Parts,Timber,3014.86,4915.37,20089107.23,509.07
802,1005,"Martinez, Wolf and Hart",Furniture,Wheat,3214.7,3844.98,6448577.46,960.85
803,1000,"Thompson, Chen and Roberts",Automobile Parts,Steel,787.5,1595.17,6662641.3,188.76
804,1002,"Arnold, Green and Payne",Furniture,Steel,1000.1,1484.2,1752065.74,474.18
805,1004,Martinez PLC,Textile,Steel,3102.82,5503.67,27850299.87,1424.19
806,1010,Rodgers LLC,Food Processing,Glass,3202.24,9515.13,29438252.9,595.07
807,1006,"Black, Nichols and Rodriguez",Chemicals,Petroleum Products,231.32,542.48,755671.46,24.53
808,1009,"Haas, Wilkerson and Johnson",Electronics,Petroleum Products,4764.44,13328.63,41215372.39,1469.64
809,1008,Moore-Davidson,Textile,Timber,2679.06,7261.71,16737916.09,729.19
810,1009,Haney-Johnson,Food Processing,Plastic,644.86,1512.46,2774063.79,276.51
811,1003,Morris-Clark,Furniture,Timber,2979.83,5728.52,23056550.55,1222.89
812,1007,Wade LLC,Textile,Cotton,129.51,84.56,575026.64,45.86
813,1004,"Rogers, Branch and Owens",Automobile Parts,Cotton,2251.35,1821.5,6647187.49,1105.14
814,1001,"Smith, Gates and Clements",Furniture,Glass,819.54,1580.99,7375142.95,190.19
815,1004,"Blair, Robinson and Murphy",Pharmaceuticals,Timber,3922.85,6515.41,34909093.02,1774.19
816,1002,Anderson Inc,Textile,Plastic,2475.5,3985.97,5535360.15,618.2
817,1010,Saunders and Sons,Pharmaceuticals,Wheat,4730.56,2787.16,43280647.22,1757.7
818,1006,Johnson-Collins,Automobile Parts,Petroleum Products,4331.54,11836.01,14843958.14,483.28
819,1009,"Jackson, Barrera and Skinner",Furniture,Plastic,112.72,195.39,954350.01,53.8
820,1009,Kemp LLC,Electronics,Cotton,61.92,33.82,504441.98,10.47
821,1000,"Griffith, Campbell and Vargas",Chemicals,Timber,1673.58,1648.17,4018835.95,273.44
822,1010,"Taylor, Gonzalez and Reed",Automobile Parts,Cotton,4163.52,2917.54,8998591.57,1431.82
823,1003,Massey Group,Pharmaceuticals,Steel,665.17,1720.16,4936356.56,203.09
824,1006,West Ltd,Pharmaceuticals,Steel,921.8,1722.21,7852943.76,346.54
825,1007,"Henry, Thompson and Simmons",Food Processing,Aluminum,2380.8,5286.61,19707863.11,953.93
826,1009,"Mercado, Gilbert and Fleming",Textile,Wheat,4975.22,8327.33,45606226.84,2338.16
827,1005,Perez Group,Textile,Glass,1967.02,5217.95,5090547.56,767.4
828,1002,"Romero, Smith and Alvarez",Electronics,Aluminum,977.31,2829.19,8713083.61,164.34
829,1008,"Lee, Miller and Smith",Textile,Cotton,4200.67,8068.97,33036649.91,2023.32
830,1007,Phillips Ltd,Electronics,Glass,3820.4,7769.05,36169954.4,1895.16
831,1002,Clayton Inc,Furniture,Wheat,1977.13,1552.91,19198175.09,925.2
832,1003,Davis-Wells,Pharmaceuticals,Cotton,3748.57,6481.53,11004046.2,1487.46
833,1006,Everett Inc,Textile,Steel,455.94,456.5,629957.09,176.35
834,1004,Boyd-Carpenter,Chemicals,Timber,4748.33,2476.06,34807386.66,1902.85
835,1001,Hunter Group,Food Processing,Petroleum Products,949.27,1464.16,6897861.88,258.82
836,1009,"Butler, Roberts and Nixon",Furniture,Plastic,905.19,1313.45,3636815.47,254.09
837,1009,Harrison-Taylor,Food Processing,Plastic,3009.42,3114.4,16628619.61,765.79
838,1001,"White, Palmer and Newman",Food Processing,Glass,2638.79,2023.06,7201725.55,270.62
839,1006,Kemp-Rice,Electronics,Glass,2801.31,2096.05,11407203.85,918.67
840,1006,Burgess-Strickland,Automobile Parts,Glass,2820.16,8390.59,21743412.66,839.51
841,1000,Garcia-Rivas,Chemicals,Wheat,55.96,62.88,210405.98,21.65
842,1003,Marquez-Anderson,Furniture,Plastic,2546.15,3342.32,14296212.15,1255.48
843,1001,Collins-Ross,Automobile Parts,Cotton,201.04,206.0,701108.19,30.97
844,1007,Fowler LLC,Textile,Steel,233.13,262.76,1562988.06,36.62
845,1005,"Mayer, Johnson and Singleton",Automobile Parts,Steel,4057.74,5532.1,29588831.37,1725.97
846,1003,Leach-Andrade,Chemicals,Petroleum Products,4894.98,11434.59,48260707.02,2052.82
847,1004,"Fischer, Snow and Rogers",Electronics,Plastic,2066.56,5422.87,5242661.24,952.63
848,1005,Hopkins Inc,Chemicals,Timber,1228.08,1424.61,8786575.03,424.02
849,1009,Tran-Thompson,Furniture,Steel,961.07,1494.02,2497332.79,161.52
850,1006,White-Beck,Electronics,Petroleum Products,1015.25,1432.53,7269405.0,491.16
851,1007,"Lee, Dean and Martin",Electronics,Glass,4448.23,7048.11,8640642.37,462.63
852,1000,"Reynolds, Harris and Blake",Furniture,Aluminum,3903.54,2431.23,28137588.98,1916.07
853,1003,"Ford, Jackson and Simpson",Pharmaceuticals,Glass,1464.61,2857.19,13337696.17,542.98
854,1006,Gordon-Brown,Electronics,Cotton,3362.41,7038.09,23561340.57,1089.39
855,1008,Porter Inc,Textile,Cotton,434.28,1076.66,4122214.33,113.71
856,1005,Turner Inc,Electronics,Plastic,4746.27,13734.81,26488496.1,1968.11
857,1003,Alvarado-Warren,Electronics,Cotton,2107.62,6268.81,6456846.82,919.27
858,1004,Byrd-Andrews,Furniture,Glass,1390.5,4033.93,5011428.26,312.05
859,1010,Rosario and Sons,Furniture,Timber,1715.69,3947.43,4535176.73,578.96
860,1006,Walton Inc,Food Processing,Timber,219.95,234.87,2027479.44,45.37
861,1008,Pearson Ltd,Textile,Cotton,4562.11,4277.16,15019168.81,918.33
862,1010,Patel-Walsh,Pharmaceuticals,Timber,3913.61,2715.87,38117623.24,866.27
863,1005,Bailey-Scott,Furniture,Timber,1857.58,3680.13,14677765.48,258.87
864,1006,Hughes LLC,Chemicals,Glass,1639.37,3296.86,8123804.07,609.27
865,1007,"Gomez, Austin and Fields",Textile,Wheat,3429.08,3706.71,29633745.82,745.77
866,1002,"Huff, Hanna and Contreras",Food Processing,Steel,560.74,650.31,2556795.12,165.5
867,1006,"Mcdonald, Williamson and Grant",Pharmaceuticals,Petroleum Products,1330.73,1774.56,9038255.26,632.26
868,1000,Cohen-Mendez,Food Processing,Steel,156.36,297.9,1459638.3,67.14
869,1001,Schultz-Valdez,Textile,Glass,853.36,2338.84,7478236.05,198.12
870,1000,Robinson-Kelly,Automobile Parts,Petroleum Products,2916.57,8257.94,3214213.91,803.54
871,1003,Jensen Group,Food Processing,Plastic,4591.52,6404.57,24329485.53,1167.43
872,1000,"Vance, Rosales and Bennett",Chemicals,Cotton,4130.95,12271.56,14316424.15,1323.36
873,1006,Delgado PLC,Food Processing,Plastic,311.51,772.26,2937902.03,83.33
874,1009,Clements LLC,Electronics,Aluminum,2709.46,1519.55,22210437.51,1142.06
875,1008,Hall LLC,Chemicals,Steel,3872.53,4079.26,33055097.44,1877.09
876,1002,Silva-Schroeder,Textile,Glass,2520.32,1750.74,10453880.36,1248.86
877,1008,Palmer-Hughes,Textile,Petroleum Products,2654.56,6158.23,23154420.94,887.12
878,1005,Grimes and Sons,Textile,Glass,992.84,2716.84,8678855.62,325.46
879,1004,Massey-Stewart,Food Processing,Aluminum,1424.71,1368.71,2172625.93,144.81
880,1002,"Smith, Hunter and Roberts",Food Processing,Cotton,718.37,1732.64,2364613.19,338.42
881,1000,"Peterson, Johnson and Shaffer",Furniture,Petroleum Products,4322.83,6576.33,19634380.93,585.74
882,1005,Smith-Williams,Pharmaceuticals,Aluminum,4300.46,9015.43,31521597.44,1490.82
883,1010,Obrien-Serrano,Electronics,Cotton,199.3,291.38,1776611.84,33.76
884,1001,Baldwin-Williams,Chemicals,Plastic,2557.1,6483.09,9775829.63,989.64
885,1000,Williams and Sons,Textile,Steel,843.89,452.65,1926155.03,356.52
